delivery_date,Product,Weighted Average Price (EUR/MWh),Max Price (EUR/MWh),Min Price (EUR/MWh),Last Price (EUR/MWh),Volume (MW)
2026-05-23,QH-260523-72,9068,12146,0,2799,57470
2026-05-23,QH-260523-73,10066,13189,8659,8698,51200
2026-05-23,QH-260523-74,11777,14723,9733,12032,56530
2026-05-23,QH-260523-75,13057,16433,4310,13750,62760
2026-05-23,QH-260523-76,13100,16400,3114,12551,67400
2026-05-23,QH-260523-77,12227,14418,489,12000,41660
2026-05-23,QH-260523-78,13425,15729,11600,12801,41270
2026-05-23,QH-260523-79,14051,16242,8933,13100,48810
2026-05-23,QH-260523-80,14924,18556,6500,6500,44320
2026-05-23,QH-260523-81,13600,20507,10299,10299,30860
2026-05-23,QH-260523-82,13492,20874,10427,12500,26510
2026-05-23,QH-260523-83,12758,20769,11000,11712,40490
2026-05-23,QH-260523-84,13592,25709,9093,11200,53450
2026-05-23,QH-260523-85,11853,18653,9362,11800,30180
2026-05-23,QH-260523-86,11749,18161,4168,12085,36700
2026-05-23,QH-260523-87,11801,20280,9553,12340,32280
2026-05-23,QH-260523-88,11748,19579,6600,11500,34150
2026-05-23,QH-260523-89,13214,20874,10741,18000,42600
2026-05-23,QH-260523-90,12737,16053,10481,11745,38730
2026-05-23,QH-260523-91,12690,15305,10212,14000,39480
2026-05-23,QH-260523-92,13422,15686,10559,15345,32680
2026-05-23,QH-260523-93,14134,17105,10915,16751,49680
2026-05-23,QH-260523-94,14395,17152,11010,16289,61630
2026-05-23,QH-260523-95,15139,25874,12211,25774,82570
2026-05-23,QH-260523-96,15415,25800,10200,21306,84870
2026-05-24,QH-260524-01,14893,17589,12910,17589,48330
2026-05-24,QH-260524-02,15014,17530,12953,15794,50150
2026-05-24,QH-260524-03,14694,18332,12855,14600,75780
2026-05-24,QH-260524-04,14716,59000,12810,12926,127970
2026-05-24,QH-260524-05,14083,20874,13103,13210,88850
2026-05-24,QH-260524-06,13869,15204,12986,13494,60580
2026-05-24,QH-260524-07,13375,14712,12656,13548,8860
2026-05-24,QH-260524-08,13104,13771,12120,13411,6780
2026-05-24,QH-260524-09,14304,15600,12962,14075,101900
2026-05-24,QH-260524-10,13800,14642,13030,14063,50090
2026-05-24,QH-260524-11,13036,13760,12560,12901,15000
2026-05-24,QH-260524-12,12745,13210,10855,13060,8790
2026-05-24,QH-260524-13,10884,13894,3114,3114,12320
2026-05-24,QH-260524-14,11558,13515,3114,12165,12880
2026-05-24,QH-260524-15,12579,12990,11870,12248,9330
2026-05-24,QH-260524-16,12186,12718,11916,12101,10050
2026-05-24,QH-260524-17,12486,12956,10805,11900,21560
2026-05-24,QH-260524-18,12283,12897,11396,11428,12470
2026-05-24,QH-260524-19,11720,12703,10709,10737,9700
2026-05-24,QH-260524-20,11810,12653,10180,10202,13850
2026-05-24,QH-260524-21,12208,12888,11029,11589,21420
2026-05-24,QH-260524-22,11738,12422,10847,11000,12600
2026-05-24,QH-260524-23,11453,12080,10495,10495,12070
2026-05-24,QH-260524-24,9602,11429,4114,4114,15770
2026-05-24,QH-260524-25,11540,12400,9996,10199,15410
2026-05-24,QH-260524-26,10752,11650,9512,9512,16000
2026-05-24,QH-260524-27,9732,10920,8677,8941,17730
2026-05-24,QH-260524-28,8876,10920,7574,7599,25040
2026-05-24,QH-260524-29,9829,12441,8214,9272,39630
2026-05-24,QH-260524-30,8520,10207,7398,7450,17950
2026-05-24,QH-260524-31,6916,8477,5610,6753,21570
2026-05-24,QH-260524-32,4461,5551,3047,5319,21750
2026-05-24,QH-260524-33,4842,6810,152,5430,38460
2026-05-24,QH-260524-34,1172,2295,261,1100,27660
2026-05-24,QH-260524-35,160,580,-387,184,29500
2026-05-24,QH-260524-36,-223,31,-901,-135,71240
2026-05-24,QH-260524-37,178,1491,-139,-11,35570
2026-05-24,QH-260524-38,-127,57,-801,-801,61290
2026-05-24,QH-260524-39,-255,61,-989,-901,66140
2026-05-24,QH-260524-40,-308,990,-749,-583,74000
2026-05-24,QH-260524-41,-252,957,-932,-641,26150
2026-05-24,QH-260524-42,-330,1400,-919,-461,50010
2026-05-24,QH-260524-43,-628,1164,-1169,-449,34010
2026-05-24,QH-260524-44,-733,390,-1594,-387,36560
2026-05-24,QH-260524-45,-581,-1,-1414,-455,36990
2026-05-24,QH-260524-46,-733,-191,-1585,-911,35440
2026-05-24,QH-260524-47,-642,495,-1550,-395,28200
2026-05-24,QH-260524-48,-806,1,-2439,-947,40600
2026-05-24,QH-260524-49,-929,-200,-9900,-1000,18960
2026-05-24,QH-260524-50,-805,639,-9900,-1043,21500
2026-05-24,QH-260524-51,-787,13042,-4006,-1040,29270
2026-05-24,QH-260524-52,-653,13042,-1894,-1500,23650
2026-05-24,QH-260524-53,-1452,-102,-6331,-1500,22620
2026-05-24,QH-260524-54,-680,97,-4281,-2547,16220
2026-05-24,QH-260524-55,-1023,-2,-4937,-2295,18500
2026-05-24,QH-260524-56,-898,42,-3939,-60,32470
2026-05-24,QH-260524-57,-1952,12795,-6972,-4178,20480
2026-05-24,QH-260524-58,-1208,706,-4990,-3500,23040
2026-05-24,QH-260524-59,-1738,675,-5999,-4800,16600
2026-05-24,QH-260524-60,-2214,597,-7900,-5000,18810
2026-05-24,QH-260524-61,-2260,-200,-6268,-5000,56720
2026-05-24,QH-260524-62,-2381,651,-5800,-3853,55570
2026-05-24,QH-260524-63,-2666,12925,-6547,-3901,98960
2026-05-24,QH-260524-64,-1821,12925,-5800,-1840,63290
2026-05-24,QH-260524-65,-1065,645,-3016,-1669,72590
2026-05-24,QH-260524-66,-779,691,-3786,-2340,40140
2026-05-24,QH-260524-67,-191,1403,-1202,-786,36920
2026-05-24,QH-260524-68,410,3152,-942,-394,41490
2026-05-24,QH-260524-69,-208,1101,-1144,-452,86470
2026-05-24,QH-260524-70,80,2000,-858,-702,60660
2026-05-24,QH-260524-71,1373,10270,-567,573,31970
2026-05-24,QH-260524-72,7619,15154,4100,6799,29440
2026-05-24,QH-260524-73,7197,11650,3156,6895,29640
2026-05-24,QH-260524-74,10626,14047,7430,9810,35940
2026-05-24,QH-260524-75,12567,14891,10557,12099,48360
2026-05-24,QH-260524-76,13182,18844,9393,9957,60940
2026-05-24,QH-260524-77,12357,13845,9170,9201,38820
2026-05-24,QH-260524-78,12826,14817,10824,10831,36290
2026-05-24,QH-260524-79,13461,20864,11784,13447,35170
2026-05-24,QH-260524-80,14531,15800,4979,10940,52850
2026-05-24,QH-260524-81,13421,15178,8352,11293,59150
2026-05-24,QH-260524-82,14125,18150,4214,12402,35410
2026-05-24,QH-260524-83,14172,20774,10901,12801,22160
2026-05-24,QH-260524-84,13859,17510,11127,11596,31700
2026-05-24,QH-260524-85,13286,15993,11308,12600,20320
2026-05-24,QH-260524-86,14340,25874,11345,13146,27490
2026-05-24,QH-260524-87,13904,15490,11401,13173,34750
2026-05-24,QH-260524-88,13509,16426,10833,12200,56320
2026-05-24,QH-260524-89,13256,15612,10931,10932,23270
2026-05-24,QH-260524-90,13353,14970,11417,12544,34170
2026-05-24,QH-260524-91,13193,14445,11960,12245,84070
2026-05-24,QH-260524-92,13013,13812,11580,11899,65700
2026-05-24,QH-260524-93,13475,14268,11579,12619,64230
2026-05-24,QH-260524-94,13006,13996,11808,12251,92440
2026-05-24,QH-260524-95,12879,13650,11402,11402,68280
2026-05-24,QH-260524-96,12328,20852,10843,11453,60250
2026-05-25,QH-260525-01,12864,13588,12297,12751,48710
2026-05-25,QH-260525-02,12591,12920,12149,12169,7850
2026-05-25,QH-260525-03,12282,13063,11485,11573,7940
2026-05-25,QH-260525-04,12176,12600,11054,11120,7120
2026-05-25,QH-260525-05,12540,13293,11988,12360,11200
2026-05-25,QH-260525-06,12351,12716,11868,12074,8630
2026-05-25,QH-260525-07,12280,12709,11823,11908,8230
2026-05-25,QH-260525-08,11919,12780,11400,11647,9370
2026-05-25,QH-260525-09,12244,12650,7368,12301,17200
2026-05-25,QH-260525-10,12263,12660,6918,12194,19950
2026-05-25,QH-260525-11,12260,12648,11850,12259,17230
2026-05-25,QH-260525-12,12311,12562,11820,12372,13030
2026-05-25,QH-260525-13,12374,15767,11905,12406,15550
2026-05-25,QH-260525-14,12339,19796,4930,12220,23600
2026-05-25,QH-260525-15,12331,12759,11897,12118,17350
2026-05-25,QH-260525-16,12376,12800,11941,12343,14430
2026-05-25,QH-260525-17,12423,12821,12065,12520,17240
2026-05-25,QH-260525-18,12440,13770,11964,13050,18520
2026-05-25,QH-260525-19,12494,13020,12008,12987,19650
2026-05-25,QH-260525-20,12645,13382,12133,12572,53030
2026-05-25,QH-260525-21,12384,12954,8874,12650,22970
2026-05-25,QH-260525-22,12432,12916,11135,12357,26530
2026-05-25,QH-260525-23,12545,13915,9782,12769,37900
2026-05-25,QH-260525-24,12392,13584,9783,12303,28500
2026-05-25,QH-260525-25,12969,13940,11223,12742,45470
2026-05-25,QH-260525-26,12692,13752,11359,12495,47760
2026-05-25,QH-260525-27,11704,12700,8020,8500,31220
2026-05-25,QH-260525-28,9981,12032,202,206,28800
2026-05-25,QH-260525-29,11152,15092,9361,9361,15890
2026-05-25,QH-260525-30,8554,12249,100,500,16600
2026-05-25,QH-260525-31,3231,5972,0,963,16790
2026-05-25,QH-260525-32,1255,4085,251,2239,17810
2026-05-25,QH-260525-33,1477,4059,-600,2000,27080
2026-05-25,QH-260525-34,1204,3000,-999,2900,28410
2026-05-25,QH-260525-35,507,3565,-680,-600,26480
2026-05-25,QH-260525-36,1935,3449,478,1669,78360
2026-05-25,QH-260525-37,789,2257,-906,-500,33180
2026-05-25,QH-260525-38,486,1804,-20,450,71770
2026-05-25,QH-260525-39,21,1862,-613,37,86700
2026-05-25,QH-260525-40,-560,689,-1664,-740,123450
2026-05-25,QH-260525-41,238,1990,-493,-191,53140
2026-05-25,QH-260525-42,-43,999,-609,-59,73710
2026-05-25,QH-260525-43,-123,984,-684,-243,39390
2026-05-25,QH-260525-44,-253,2500,-1000,-11,42240
2026-05-25,QH-260525-45,-3,1795,-478,-10,33490
2026-05-25,QH-260525-46,-67,1931,-559,10,31150
2026-05-25,QH-260525-47,-93,2498,-1117,111,40110
2026-05-25,QH-260525-48,-58,1995,-3443,251,44750
2026-05-25,QH-260525-49,-37,2500,-786,133,28550
2026-05-25,QH-260525-50,28,2500,-1302,-100,28820
2026-05-25,QH-260525-51,507,5116,-1025,720,39430
2026-05-25,QH-260525-52,351,1998,-1797,35,39470
2026-05-25,QH-260525-53,-31,1980,-1583,-103,24480
2026-05-25,QH-260525-54,177,2000,-832,2000,29650
2026-05-25,QH-260525-55,732,6457,-713,5990,33500
2026-05-25,QH-260525-56,723,7780,-2632,6900,39750
2026-05-25,QH-260525-57,1333,5337,-1869,3900,48830
2026-05-25,QH-260525-58,1408,6601,-806,3241,45200
2026-05-25,QH-260525-59,1802,6276,-1363,2059,45380
2026-05-25,QH-260525-60,1271,4749,-1986,3102,47900
2026-05-25,QH-260525-61,641,5899,-2000,233,79490
2026-05-25,QH-260525-62,275,2389,-1180,200,52090
2026-05-25,QH-260525-63,342,2995,-595,247,72060
2026-05-25,QH-260525-64,778,4428,-16,31,58670
2026-05-25,QH-260525-65,94,2114,-853,27,125040
2026-05-25,QH-260525-66,335,3787,-440,112,102210
2026-05-25,QH-260525-67,867,5861,-265,-14,64630
2026-05-25,QH-260525-68,4729,13043,1100,6071,58890
2026-05-25,QH-260525-69,1168,6495,-117,1218,79140
2026-05-25,QH-260525-70,3560,9900,674,9900,50630
2026-05-25,QH-260525-71,11393,14680,5686,11604,50590
2026-05-25,QH-260525-72,13785,16048,2939,14499,52310
2026-05-25,QH-260525-73,12507,20000,9907,20000,32190
2026-05-25,QH-260525-74,12805,16700,10553,15000,76040
2026-05-25,QH-260525-75,14559,16671,11617,15643,58890
2026-05-25,QH-260525-76,15040,18999,10577,14100,56610
2026-05-25,QH-260525-77,13841,15307,10989,15307,95870
2026-05-25,QH-260525-78,14253,16567,9151,11000,56950
2026-05-25,QH-260525-79,14128,18143,10998,14198,53090
2026-05-25,QH-260525-80,14353,22373,9711,14569,52880
2026-05-25,QH-260525-81,14503,17430,11502,15364,31740
2026-05-25,QH-260525-82,13931,16208,6389,14000,26140
2026-05-25,QH-260525-83,14765,21096,12095,12096,38040
2026-05-25,QH-260525-84,13710,20304,4314,11700,39310
2026-05-25,QH-260525-85,14511,25874,9070,16946,27950
2026-05-25,QH-260525-86,13866,17001,7744,12500,34320
2026-05-25,QH-260525-87,14244,20000,6450,12500,36890
2026-05-25,QH-260525-88,14623,22498,4164,21707,27680
2026-05-25,QH-260525-89,15911,22978,10659,22899,47330
2026-05-25,QH-260525-90,16289,20874,5354,20874,49150
2026-05-25,QH-260525-91,16362,21498,13556,21044,76810
2026-05-25,QH-260525-92,16323,25872,11625,16117,60420
2026-05-25,QH-260525-93,17131,54506,5502,13000,40770
2026-05-25,QH-260525-94,16043,25874,11280,15000,51200
2026-05-25,QH-260525-95,14595,25874,11000,13920,39190
2026-05-25,QH-260525-96,13972,25872,10380,13788,65090
2026-05-26,QH-260526-01,15769,30000,14403,14736,75930
2026-05-26,QH-260526-02,14638,25029,11986,25025,40670
2026-05-26,QH-260526-03,13731,20869,12476,14454,19040
2026-05-26,QH-260526-04,13078,20872,11805,12501,13440
2026-05-26,QH-260526-05,13977,15787,13030,13563,7910
2026-05-26,QH-260526-06,12501,15468,11161,11174,5280
2026-05-26,QH-260526-07,11910,15911,10519,10623,13400
2026-05-26,QH-260526-08,11999,16216,10416,11799,34810
2026-05-26,QH-260526-09,12599,13422,11285,11564,6800
2026-05-26,QH-260526-10,11819,13301,10668,10869,8500
2026-05-26,QH-260526-11,11709,12739,10820,10960,17250
2026-05-26,QH-260526-12,12108,13768,10665,10864,45970
2026-05-26,QH-260526-13,12221,14304,11482,11586,8520
2026-05-26,QH-260526-14,11687,12763,10921,11199,12150
2026-05-26,QH-260526-15,11950,12876,10658,10758,17840
2026-05-26,QH-260526-16,12137,13005,10941,10941,16790
2026-05-26,QH-260526-17,11894,12760,10714,10899,18080
2026-05-26,QH-260526-18,12214,20669,10990,10990,15910
2026-05-26,QH-260526-19,10962,20674,3114,3114,18280
2026-05-26,QH-260526-20,11736,20874,4114,8844,27710
2026-05-26,QH-260526-21,12622,13235,12116,12567,19090
2026-05-26,QH-260526-22,13076,13711,12591,12632,16470
2026-05-26,QH-260526-23,13706,14541,13114,13612,37300
2026-05-26,QH-260526-24,13790,14802,13062,13506,28710
2026-05-26,QH-260526-25,14167,20466,13061,13239,53060
2026-05-26,QH-260526-26,13859,19943,990,11994,60790
2026-05-26,QH-260526-27,13202,15397,4385,6200,54610
2026-05-26,QH-260526-28,12432,14895,1622,2190,50070
2026-05-26,QH-260526-29,14473,17714,-600,300,64650
2026-05-26,QH-260526-30,13109,16422,0,2110,59600
2026-05-26,QH-260526-31,10738,14431,3437,4000,40880
2026-05-26,QH-260526-32,9863,13015,4557,10983,43170
2026-05-26,QH-260526-33,7040,14873,900,960,17090
2026-05-26,QH-260526-34,2064,9649,-250,0,6190
2026-05-26,QH-260526-35,635,1995,-335,1,10090
2026-05-26,QH-260526-36,929,2772,0,1,11780
2026-05-26,QH-260526-37,116,3309,-2508,-10,5010
2026-05-26,QH-260526-38,124,2779,-2508,-590,7510
2026-05-26,QH-260526-39,2204,6300,-600,-600,14550
2026-05-26,QH-260526-40,3112,7907,639,4900,83650
2026-05-26,QH-260526-41,1573,7583,261,383,34510
2026-05-26,QH-260526-42,2009,12431,377,1989,92540
2026-05-26,QH-260526-43,1519,4900,-96,1615,68980
2026-05-26,QH-260526-44,1353,8641,-30,1825,68150
2026-05-26,QH-260526-45,754,2628,-367,2000,68690
2026-05-26,QH-260526-46,607,2452,-300,0,81760
2026-05-26,QH-260526-47,647,3151,-70,199,73870
2026-05-26,QH-260526-48,676,2255,-358,103,64150
2026-05-26,QH-260526-49,486,2819,-454,-50,30760
2026-05-26,QH-260526-50,182,1108,-370,-200,32240
2026-05-26,QH-260526-51,230,1687,-500,-100,49550
2026-05-26,QH-260526-52,74,1806,-499,-100,65860
2026-05-26,QH-260526-53,57,716,-497,-100,36070
2026-05-26,QH-260526-54,120,716,-468,-100,39310
2026-05-26,QH-260526-55,52,716,-499,-100,32900
2026-05-26,QH-260526-56,30,1104,-499,-200,36680
2026-05-26,QH-260526-57,236,1975,-480,-40,43780
2026-05-26,QH-260526-58,244,2550,-449,21,54050
2026-05-26,QH-260526-59,257,2846,-444,81,46190
2026-05-26,QH-260526-60,104,1900,-106,-50,67360
2026-05-26,QH-260526-61,13,711,-474,-10,81550
2026-05-26,QH-260526-62,211,2000,-137,8,95280
2026-05-26,QH-260526-63,484,2338,-3954,2000,66840
2026-05-26,QH-260526-64,892,4664,0,1835,44940
2026-05-26,QH-260526-65,1193,2597,-175,1500,42280
2026-05-26,QH-260526-66,1710,5409,67,2300,36820
2026-05-26,QH-260526-67,2888,4619,191,3964,36340
2026-05-26,QH-260526-68,9453,16533,5866,11740,80560
2026-05-26,QH-260526-69,6158,10292,1010,8898,92300
2026-05-26,QH-260526-70,8343,16233,0,2500,40210
2026-05-26,QH-260526-71,11907,15859,4006,10000,38290
2026-05-26,QH-260526-72,13235,19470,3262,8999,47940
2026-05-26,QH-260526-73,11225,20774,4516,10999,56440
2026-05-26,QH-260526-74,14589,26066,3114,6928,57880
2026-05-26,QH-260526-75,16507,20740,7901,15378,69660
2026-05-26,QH-260526-76,17539,30524,4114,10000,61140
2026-05-26,QH-260526-77,14666,18704,9181,14777,41590
2026-05-26,QH-260526-78,13685,19394,4114,13500,44710
2026-05-26,QH-260526-79,13790,19038,4315,12884,45630
2026-05-26,QH-260526-80,14126,21885,9002,14799,45730
2026-05-26,QH-260526-81,15957,38852,10100,13200,30570
2026-05-26,QH-260526-82,14355,20874,7462,13021,34100
2026-05-26,QH-260526-83,13777,20668,9004,10001,51970
2026-05-26,QH-260526-84,13543,20824,7700,13872,52700
2026-05-26,QH-260526-85,13530,20400,9947,17000,58970
2026-05-26,QH-260526-86,17334,22239,5800,14082,36430
2026-05-26,QH-260526-87,14661,17301,6510,9899,44740
2026-05-26,QH-260526-88,13154,18831,4777,9777,30830
2026-05-26,QH-260526-89,15037,20853,4888,4890,40110
2026-05-26,QH-260526-90,15728,20873,11923,13557,41570
2026-05-26,QH-260526-91,16556,25874,10901,16001,44720
2026-05-26,QH-260526-92,17523,24708,9005,22184,53620
2026-05-26,QH-260526-93,18926,61994,14530,41498,95820
2026-05-26,QH-260526-94,17225,25874,12812,17434,100430
2026-05-26,QH-260526-95,16487,25874,11566,15508,85310
2026-05-26,QH-260526-96,15986,30874,11598,16982,74360
2026-05-27,QH-260527-01,15055,22968,12121,13574,23510
2026-05-27,QH-260527-02,15056,20874,12896,13512,14480
2026-05-27,QH-260527-03,14461,20572,12760,12760,11720
2026-05-27,QH-260527-04,13362,17320,12268,12583,17760
2026-05-27,QH-260527-05,15820,20162,14027,14363,44190
2026-05-27,QH-260527-06,15335,25599,12547,12851,30170
2026-05-27,QH-260527-07,14105,20874,11829,11829,15900
2026-05-27,QH-260527-08,12951,14820,11517,11586,15290
2026-05-27,QH-260527-09,13213,20549,11600,12300,16810
2026-05-27,QH-260527-10,13699,17836,11858,12673,11490
2026-05-27,QH-260527-11,12931,16606,12027,12658,11640
2026-05-27,QH-260527-12,12724,14301,11657,12989,9010
2026-05-27,QH-260527-13,14894,25874,11575,13080,6030
2026-05-27,QH-260527-14,12759,15600,11526,12944,4350
2026-05-27,QH-260527-15,16695,30874,12009,14900,4330
2026-05-27,QH-260527-16,15794,25874,12099,13670,3760
2026-05-27,QH-260527-17,12550,20754,11205,11957,7310
2026-05-27,QH-260527-18,14432,18952,12400,18951,7780
2026-05-27,QH-260527-19,14058,16595,12485,12970,11530
2026-05-27,QH-260527-20,13651,20586,12470,13029,11470
2026-05-27,QH-260527-21,13446,14342,12881,13801,8080
2026-05-27,QH-260527-22,15151,25874,12900,22872,9250
2026-05-27,QH-260527-23,14231,20874,11515,13578,15150
2026-05-27,QH-260527-24,13435,14100,12678,13680,34620
2026-05-27,QH-260527-25,13724,16398,13081,13207,21970
2026-05-27,QH-260527-26,14183,15275,13094,14305,30380
2026-05-27,QH-260527-27,13469,14645,9989,13159,29480
2026-05-27,QH-260527-28,12954,14425,11942,12480,41100
2026-05-27,QH-260527-29,14786,15456,11654,14607,90660
2026-05-27,QH-260527-30,13576,14512,11500,14512,29630
2026-05-27,QH-260527-31,12804,13782,8937,12989,30250
2026-05-27,QH-260527-32,10426,12099,8008,11037,18240
2026-05-27,QH-260527-33,13359,14400,11598,13980,48580
2026-05-27,QH-260527-34,11007,13385,4416,10500,37250
2026-05-27,QH-260527-35,1164,5026,-914,0,19370
2026-05-27,QH-260527-36,124,1500,-2508,0,15660
2026-05-27,QH-260527-37,607,1801,-600,30,19520
2026-05-27,QH-260527-38,1957,9043,1143,1500,5510
2026-05-27,QH-260527-39,1202,2355,-699,1700,5730
2026-05-27,QH-260527-40,2034,6209,295,3410,41780
2026-05-27,QH-260527-41,2251,10651,61,5898,10650
2026-05-27,QH-260527-42,183,1925,-1001,-188,21020
2026-05-27,QH-260527-43,636,9630,-899,849,14650
2026-05-27,QH-260527-44,288,2199,-561,1611,30700
2026-05-27,QH-260527-45,547,2999,-1400,2000,29120
2026-05-27,QH-260527-46,697,5000,-1000,871,26920
2026-05-27,QH-260527-47,516,2997,-421,-10,25410
2026-05-27,QH-260527-48,892,5050,-4100,-4100,20160
2026-05-27,QH-260527-49,954,20863,-2579,2500,20710
2026-05-27,QH-260527-50,-55,3163,-4481,0,16530
2026-05-27,QH-260527-51,367,6499,-961,542,15030
2026-05-27,QH-260527-52,1046,15928,-1743,-1000,11490
2026-05-27,QH-260527-53,741,8488,-1299,-937,17720
2026-05-27,QH-260527-54,392,7473,-4489,2000,20400
2026-05-27,QH-260527-55,457,20874,-4292,0,21340
2026-05-27,QH-260527-56,1973,20874,-1500,0,32340
2026-05-27,QH-260527-57,1191,2499,-1500,756,31080
2026-05-27,QH-260527-58,1308,18986,-164,3500,40740
2026-05-27,QH-260527-59,1893,5999,-705,4410,44960
2026-05-27,QH-260527-60,2514,6538,-523,6438,50990
2026-05-27,QH-260527-61,2270,10000,44,8131,24680
2026-05-27,QH-260527-62,3244,10000,42,9999,38560
2026-05-27,QH-260527-63,3929,10703,-4070,9500,51560
2026-05-27,QH-260527-64,6671,13963,215,10500,81180
2026-05-27,QH-260527-65,4263,11984,105,2100,55850
2026-05-27,QH-260527-66,4825,12278,437,6000,40010
2026-05-27,QH-260527-67,9414,14074,500,10400,37650
2026-05-27,QH-260527-68,12744,25836,5797,15000,58560
2026-05-27,QH-260527-69,6858,20658,800,9500,91170
2026-05-27,QH-260527-70,16763,25874,10739,17500,46720
2026-05-27,QH-260527-71,15904,22101,11953,15600,38130
2026-05-27,QH-260527-72,21354,26878,16677,19648,75410
2026-05-27,QH-260527-73,13563,19017,6779,14611,42320
2026-05-27,QH-260527-74,16403,22299,13930,19929,34960
2026-05-27,QH-260527-75,19875,22449,16210,19999,41230
2026-05-27,QH-260527-76,20309,23330,14917,23000,56730
2026-05-27,QH-260527-77,21196,23370,17250,22200,45980
2026-05-27,QH-260527-78,20299,25872,18667,20193,40720
2026-05-27,QH-260527-79,21433,25583,18570,20357,35390
2026-05-27,QH-260527-80,27494,32776,23883,26718,37230
2026-05-27,QH-260527-81,20929,25872,16880,25872,37870
2026-05-27,QH-260527-82,22950,25800,19152,23035,45680
2026-05-27,QH-260527-83,22117,26090,17440,20350,47050
2026-05-27,QH-260527-84,20646,25832,17898,22500,54210
2026-05-27,QH-260527-85,21334,25710,18250,19833,55650
2026-05-27,QH-260527-86,21192,26221,17140,26221,42980
2026-05-27,QH-260527-87,20517,25874,18089,21000,51400
2026-05-27,QH-260527-88,19647,25874,16250,18075,44130
2026-05-27,QH-260527-89,19837,25874,16000,19620,44400
2026-05-27,QH-260527-90,19229,25874,15978,25000,28140
2026-05-27,QH-260527-91,17529,25872,14505,20753,38330
2026-05-27,QH-260527-92,18163,25872,15528,23866,32530
2026-05-27,QH-260527-93,18458,25872,16500,18345,40090
2026-05-27,QH-260527-94,17767,25874,14381,14381,37170
2026-05-27,QH-260527-95,15474,19709,13001,14053,36310
2026-05-27,QH-260527-96,14732,18453,12801,14229,33810
2026-05-28,QH-260528-01,17696,23206,14099,16001,16920
2026-05-28,QH-260528-02,15622,22000,13055,16765,8360
2026-05-28,QH-260528-03,16065,24737,12000,12000,14830
2026-05-28,QH-260528-04,13457,17294,12000,12100,9170
2026-05-28,QH-260528-05,14862,18058,12291,12692,15210
2026-05-28,QH-260528-06,13218,17298,11505,11800,6160
2026-05-28,QH-260528-07,11498,13355,10320,10320,17670
2026-05-28,QH-260528-08,11304,12958,10175,10510,17900
2026-05-28,QH-260528-09,12290,13420,11144,11186,18740
2026-05-28,QH-260528-10,12170,13746,10886,11118,19800
2026-05-28,QH-260528-11,13058,17069,11719,13497,16780
2026-05-28,QH-260528-12,11682,13178,10886,11444,18740
2026-05-28,QH-260528-13,12673,14362,11243,13101,12240
2026-05-28,QH-260528-14,11932,17265,10900,12071,16870
2026-05-28,QH-260528-15,11845,14471,11137,13815,10730
2026-05-28,QH-260528-16,11791,13350,11113,13350,11160
2026-05-28,QH-260528-17,12316,17809,11158,17809,14730
2026-05-28,QH-260528-18,14430,20874,12507,16638,26610
2026-05-28,QH-260528-19,14757,30872,11781,16014,14170
2026-05-28,QH-260528-20,13321,20874,12021,13201,20490
2026-05-28,QH-260528-21,12853,13746,11992,13054,21840
2026-05-28,QH-260528-22,13055,13681,12247,13000,16890
2026-05-28,QH-260528-23,13264,14125,12737,13484,23850
2026-05-28,QH-260528-24,13341,14345,12553,13305,29360
2026-05-28,QH-260528-25,13784,14699,13119,13402,25830
2026-05-28,QH-260528-26,14414,15428,13690,13907,40810
2026-05-28,QH-260528-27,14104,14822,13200,14201,43860
2026-05-28,QH-260528-28,13543,14706,10402,14177,49060
2026-05-28,QH-260528-29,14641,15480,13200,14339,58960
2026-05-28,QH-260528-30,13740,14676,11800,14100,29270
2026-05-28,QH-260528-31,12782,13669,10401,12700,32870
2026-05-28,QH-260528-32,11688,13352,9363,11000,34890
2026-05-28,QH-260528-33,12999,16265,10550,11098,26740
2026-05-28,QH-260528-34,11399,14324,1139,10081,26420
2026-05-28,QH-260528-35,11006,12346,9139,11768,36690
2026-05-28,QH-260528-36,2989,5603,780,1706,17830
2026-05-28,QH-260528-37,1348,10230,-3725,2796,26100
2026-05-28,QH-260528-38,1126,9188,-99,1390,33390
2026-05-28,QH-260528-39,2588,13000,-477,4900,35020
2026-05-28,QH-260528-40,1390,4179,-590,146,65120
2026-05-28,QH-260528-41,2637,5780,600,1300,36290
2026-05-28,QH-260528-42,2446,11186,772,1200,25910
2026-05-28,QH-260528-43,758,3158,-255,-138,38960
2026-05-28,QH-260528-44,200,1346,-1000,-171,63020
2026-05-28,QH-260528-45,538,1990,-700,-331,38440
2026-05-28,QH-260528-46,420,1889,-600,-499,28360
2026-05-28,QH-260528-47,388,2000,-2694,-898,41130
2026-05-28,QH-260528-48,82,1101,-2983,1101,81210
2026-05-28,QH-260528-49,197,1973,-1740,-1500,28690
2026-05-28,QH-260528-50,366,1985,-900,-297,35920
2026-05-28,QH-260528-51,253,1975,-1581,-1000,35130
2026-05-28,QH-260528-52,-104,1970,-3920,-1197,52920
2026-05-28,QH-260528-53,-218,1913,-1900,-1202,46250
2026-05-28,QH-260528-54,75,2000,-1247,-1000,49990
2026-05-28,QH-260528-55,-53,1958,-4900,-4900,39360
2026-05-28,QH-260528-56,196,2239,-1001,221,52570
2026-05-28,QH-260528-57,183,1995,-1535,1100,56310
