delivery_date,Product,Weighted Average Price (EUR/MWh),Max Price (EUR/MWh),Min Price (EUR/MWh),Last Price (EUR/MWh),Volume (MW)
2026-04-07,QH-260407-85,15897,18953,10400,14850,35030
2026-04-07,QH-260407-86,14975,20874,12259,17470,33050
2026-04-07,QH-260407-87,13754,20774,11316,13608,32630
2026-04-07,QH-260407-88,12587,14500,10400,11588,39090
2026-04-07,QH-260407-89,12856,13913,12234,12923,50060
2026-04-07,QH-260407-90,12710,13420,11352,12433,33280
2026-04-07,QH-260407-91,12270,13103,10800,12030,23070
2026-04-07,QH-260407-92,11445,12233,9786,11609,37540
2026-04-07,QH-260407-93,11778,12705,10355,11564,30030
2026-04-07,QH-260407-94,11265,11900,9441,11215,55550
2026-04-07,QH-260407-95,10841,11600,4114,10317,45430
2026-04-07,QH-260407-96,10377,11320,4114,10190,58380
2026-04-08,QH-260408-01,11720,12110,10925,11200,6200
2026-04-08,QH-260408-02,10861,11853,10244,10244,11310
2026-04-08,QH-260408-03,10300,11511,9962,10002,14120
2026-04-08,QH-260408-04,10135,11262,9400,9552,28300
2026-04-08,QH-260408-05,10518,11095,9468,9468,10950
2026-04-08,QH-260408-06,10452,12100,8815,8815,15510
2026-04-08,QH-260408-07,10000,10732,8953,9226,28500
2026-04-08,QH-260408-08,10085,11361,8804,9480,17140
2026-04-08,QH-260408-09,10351,10984,9424,9424,8890
2026-04-08,QH-260408-10,9830,10971,8859,9334,11360
2026-04-08,QH-260408-11,9852,10624,8961,8961,7290
2026-04-08,QH-260408-12,9762,10835,4214,9501,10570
2026-04-08,QH-260408-13,10363,10773,9225,9363,29260
2026-04-08,QH-260408-14,10170,11196,4214,8093,17510
2026-04-08,QH-260408-15,9992,11442,8373,9509,10330
2026-04-08,QH-260408-16,10411,11733,8762,9799,11110
2026-04-08,QH-260408-17,10180,10831,8042,8628,12170
2026-04-08,QH-260408-18,10253,10922,8688,8730,10460
2026-04-08,QH-260408-19,10410,11165,9238,9238,7930
2026-04-08,QH-260408-20,10724,12370,9647,9653,12690
2026-04-08,QH-260408-21,9928,11731,8152,8507,12070
2026-04-08,QH-260408-22,10267,11890,8924,9200,13040
2026-04-08,QH-260408-23,10907,12187,4114,4114,13070
2026-04-08,QH-260408-24,12334,13770,10990,11290,63150
2026-04-08,QH-260408-25,11499,12700,9211,9211,51360
2026-04-08,QH-260408-26,12026,14518,4114,8000,37290
2026-04-08,QH-260408-27,12551,16122,4114,12100,25720
2026-04-08,QH-260408-28,13071,16611,4114,15000,27840
2026-04-08,QH-260408-29,15080,16746,11207,11500,19920
2026-04-08,QH-260408-30,12627,15140,9533,10400,16940
2026-04-08,QH-260408-31,11000,13360,8300,11000,38580
2026-04-08,QH-260408-32,6549,9989,57,5000,22830
2026-04-08,QH-260408-33,8816,17762,5454,17454,37010
2026-04-08,QH-260408-34,2189,4899,800,1156,38710
2026-04-08,QH-260408-35,-371,695,-2282,-100,54770
2026-04-08,QH-260408-36,-2789,0,-8600,-2900,104070
2026-04-08,QH-260408-37,-827,680,-2445,-156,31590
2026-04-08,QH-260408-38,-1859,0,-4898,-2000,35230
2026-04-08,QH-260408-39,-1707,888,-4866,-500,44270
2026-04-08,QH-260408-40,-2028,0,-4785,-1110,49380
2026-04-08,QH-260408-41,-554,6155,-3900,-1228,29350
2026-04-08,QH-260408-42,-1804,961,-4011,-2120,26530
2026-04-08,QH-260408-43,-1639,-99,-4219,-100,35350
2026-04-08,QH-260408-44,-1021,279,-2499,-1899,58650
2026-04-08,QH-260408-45,-119,1501,-3015,0,60610
2026-04-08,QH-260408-46,-194,2020,-3000,1146,64600
2026-04-08,QH-260408-47,-253,1478,-2608,1140,90450
2026-04-08,QH-260408-48,-695,599,-1366,-481,126240
2026-04-08,QH-260408-49,-450,479,-2428,-409,56820
2026-04-08,QH-260408-50,-1345,-103,-2948,-2121,43370
2026-04-08,QH-260408-51,-1636,-431,-3206,-1900,30220
2026-04-08,QH-260408-52,-2228,-686,-4850,-2060,34080
2026-04-08,QH-260408-53,-1989,-766,-4879,-1979,23330
2026-04-08,QH-260408-54,-2126,-119,-3248,-1398,28520
2026-04-08,QH-260408-55,-2079,-889,-3127,-1660,24890
2026-04-08,QH-260408-56,-2342,-901,-3915,-1500,25960
2026-04-08,QH-260408-57,-2238,314,-4472,-302,40490
2026-04-08,QH-260408-58,-1405,419,-3504,135,29450
2026-04-08,QH-260408-59,-1536,2000,-2784,2000,60930
2026-04-08,QH-260408-60,-1091,515,-2534,-147,84070
2026-04-08,QH-260408-61,-1231,103,-5357,-370,110180
2026-04-08,QH-260408-62,-924,148,-3299,-28,68820
2026-04-08,QH-260408-63,-1055,219,-4799,-1782,71940
2026-04-08,QH-260408-64,268,1888,-1999,-499,93630
2026-04-08,QH-260408-65,-2466,-45,-8900,-1900,219950
2026-04-08,QH-260408-66,-1733,2474,-6007,-1200,160460
2026-04-08,QH-260408-67,1431,5013,-668,100,54960
2026-04-08,QH-260408-68,6103,8181,4242,5098,71870
2026-04-08,QH-260408-69,2940,5623,0,297,40380
2026-04-08,QH-260408-70,5909,9242,509,1569,29490
2026-04-08,QH-260408-71,10131,12716,9000,9111,53800
2026-04-08,QH-260408-72,10420,13203,4384,9773,34940
2026-04-08,QH-260408-73,10715,14198,9201,9743,72740
2026-04-08,QH-260408-74,10777,14054,114,6871,75800
2026-04-08,QH-260408-75,13043,14869,10400,12999,63020
2026-04-08,QH-260408-76,14600,16114,13355,14698,40600
2026-04-08,QH-260408-77,13565,15206,10400,12000,32900
2026-04-08,QH-260408-78,14862,16775,13583,14183,16330
2026-04-08,QH-260408-79,18236,22599,15843,15843,15280
2026-04-08,QH-260408-80,19494,25874,16698,25874,13730
2026-04-08,QH-260408-81,20654,26664,18000,26664,16740
2026-04-08,QH-260408-82,19711,50000,15512,22601,18810
2026-04-08,QH-260408-83,16424,20874,14072,17607,29200
2026-04-08,QH-260408-84,17016,25874,13024,25874,47910
2026-04-08,QH-260408-85,15609,19900,13929,14600,98130
2026-04-08,QH-260408-86,14765,18800,13100,13100,65580
2026-04-08,QH-260408-87,14404,17599,12000,16899,40090
2026-04-08,QH-260408-88,13737,17225,10926,12601,48480
2026-04-08,QH-260408-89,13776,15378,12452,12452,50390
2026-04-08,QH-260408-90,14843,18295,13001,13301,87780
2026-04-08,QH-260408-91,13873,15834,10988,11146,66630
2026-04-08,QH-260408-92,13639,15140,11190,12380,49300
2026-04-08,QH-260408-93,12651,14845,10816,10816,30170
2026-04-08,QH-260408-94,11866,12995,10302,12607,27040
2026-04-08,QH-260408-95,11816,12606,10799,12606,28280
2026-04-08,QH-260408-96,11185,12100,9857,12100,44280
2026-04-09,QH-260409-01,13052,15652,12145,12200,8150
2026-04-09,QH-260409-02,13261,16020,11038,16015,11810
2026-04-09,QH-260409-03,13115,17406,12146,17406,11840
2026-04-09,QH-260409-04,12576,16000,10759,12596,14280
2026-04-09,QH-260409-05,12445,14259,11259,11515,9900
2026-04-09,QH-260409-06,11527,12408,10281,10401,10110
2026-04-09,QH-260409-07,11116,12433,9962,10400,19660
2026-04-09,QH-260409-08,10953,12359,8635,10353,29820
2026-04-09,QH-260409-09,11480,14387,10000,10292,18420
2026-04-09,QH-260409-10,10968,11653,10397,10400,11240
2026-04-09,QH-260409-11,10901,12100,9997,11091,19370
2026-04-09,QH-260409-12,10861,12100,10211,10400,17890
2026-04-09,QH-260409-13,10858,11629,10150,10150,7340
2026-04-09,QH-260409-14,11259,13397,10110,13397,11550
2026-04-09,QH-260409-15,10625,11208,9691,9692,9240
2026-04-09,QH-260409-16,10541,11726,9491,11726,30460
2026-04-09,QH-260409-17,10546,12960,9851,12960,28590
2026-04-09,QH-260409-18,10897,12712,10027,10401,25570
2026-04-09,QH-260409-19,11214,12959,9970,10392,14550
2026-04-09,QH-260409-20,13146,15640,11593,15640,13870
2026-04-09,QH-260409-21,10168,11428,7607,7607,34170
2026-04-09,QH-260409-22,10773,12190,8005,8005,27000
2026-04-09,QH-260409-23,11602,13122,10930,12524,25200
2026-04-09,QH-260409-24,11709,14157,6663,8064,27560
2026-04-09,QH-260409-25,12685,14879,3114,11760,25290
2026-04-09,QH-260409-26,12744,15575,3114,12811,25980
2026-04-09,QH-260409-27,13618,16497,3114,16497,23140
2026-04-09,QH-260409-28,13632,16199,3114,6125,30120
2026-04-09,QH-260409-29,14380,15900,13291,13362,26200
2026-04-09,QH-260409-30,13481,17108,11037,12716,39630
2026-04-09,QH-260409-31,12981,14485,9443,13367,46380
2026-04-09,QH-260409-32,11929,13178,6985,10000,85820
2026-04-09,QH-260409-33,13685,16005,206,206,74780
2026-04-09,QH-260409-34,10274,15940,2,9900,46240
2026-04-09,QH-260409-35,8621,12176,2,8000,38660
2026-04-09,QH-260409-36,10058,12360,-488,10718,68920
2026-04-09,QH-260409-37,7028,12978,100,100,23670
2026-04-09,QH-260409-38,4063,10770,-600,999,22460
2026-04-09,QH-260409-39,465,2177,-1005,-500,29590
2026-04-09,QH-260409-40,-42,4651,-4107,-1800,36780
2026-04-09,QH-260409-41,1053,4001,-1340,1507,29180
2026-04-09,QH-260409-42,954,2133,-325,2000,30140
2026-04-09,QH-260409-43,847,3074,0,1000,32260
2026-04-09,QH-260409-44,27,2437,-1142,-1079,88920
2026-04-09,QH-260409-45,650,2500,-684,-158,87220
2026-04-09,QH-260409-46,-29,1999,-1395,-300,119250
2026-04-09,QH-260409-47,-1231,6500,-4000,6500,172000
2026-04-09,QH-260409-48,-975,6444,-7200,4145,192400
2026-04-09,QH-260409-49,361,4662,-2184,2202,87840
2026-04-09,QH-260409-50,122,4535,-3998,3102,55800
2026-04-09,QH-260409-51,-430,12300,-4995,-1000,53430
2026-04-09,QH-260409-52,-233,7743,-5020,0,54950
2026-04-09,QH-260409-53,-172,3000,-4465,100,42840
2026-04-09,QH-260409-54,841,12300,-4018,7641,47140
2026-04-09,QH-260409-55,-158,10000,-4008,3502,56010
2026-04-09,QH-260409-56,647,9947,-4223,2254,58980
2026-04-09,QH-260409-57,-912,995,-4668,500,78170
2026-04-09,QH-260409-58,-368,2999,-4003,504,71050
2026-04-09,QH-260409-59,85,5900,-4434,2320,69300
2026-04-09,QH-260409-60,903,7939,-3552,2164,104160
2026-04-09,QH-260409-61,-2092,2165,-7000,45,171090
2026-04-09,QH-260409-62,-628,2530,-4000,1239,200130
2026-04-09,QH-260409-63,588,4192,-2335,2535,159600
2026-04-09,QH-260409-64,2621,8569,-10,7994,108290
2026-04-09,QH-260409-65,1418,4683,-500,4299,126060
2026-04-09,QH-260409-66,2563,9101,192,6000,97800
2026-04-09,QH-260409-67,8368,13299,6280,9201,63280
2026-04-09,QH-260409-68,11161,14446,5070,11656,71360
2026-04-09,QH-260409-69,5817,10340,2952,5383,84460
2026-04-09,QH-260409-70,11285,13309,8036,8038,42570
2026-04-09,QH-260409-71,13109,16238,10400,13900,43730
2026-04-09,QH-260409-72,15345,18049,11021,16660,57010
2026-04-09,QH-260409-73,11587,14651,8944,10100,77570
2026-04-09,QH-260409-74,14999,17155,11635,11635,70080
2026-04-09,QH-260409-75,15510,20545,10497,13500,66950
2026-04-09,QH-260409-76,15372,17388,12553,14421,55840
2026-04-09,QH-260409-77,14490,20537,11119,11443,59970
2026-04-09,QH-260409-78,15304,19072,4114,11441,49290
2026-04-09,QH-260409-79,15450,20481,10400,13000,44870
2026-04-09,QH-260409-80,16745,20478,5859,14742,43810
2026-04-09,QH-260409-81,18077,20550,16685,18455,35870
2026-04-09,QH-260409-82,16292,19140,10400,16609,32930
2026-04-09,QH-260409-83,15041,19141,10400,12400,37980
2026-04-09,QH-260409-84,15444,18721,4214,10400,53190
2026-04-09,QH-260409-85,14578,16500,12092,12641,69810
2026-04-09,QH-260409-86,15402,17430,11981,13955,53070
2026-04-09,QH-260409-87,14488,16658,11229,13213,48160
2026-04-09,QH-260409-88,13129,15540,10310,10400,50070
2026-04-09,QH-260409-89,12669,14551,11089,12673,45380
2026-04-09,QH-260409-90,12216,15607,10400,10400,30270
2026-04-09,QH-260409-91,12343,16332,9945,10289,32090
2026-04-09,QH-260409-92,11263,15238,9086,9999,43880
2026-04-09,QH-260409-93,13133,14999,11309,11328,26010
2026-04-09,QH-260409-94,10778,13000,7825,7825,26850
2026-04-09,QH-260409-95,10421,12685,8525,8782,31220
2026-04-09,QH-260409-96,9850,12203,7168,11954,35980
2026-04-10,QH-260410-01,13247,14826,9643,12921,27590
2026-04-10,QH-260410-02,13660,14618,12196,14176,21920
2026-04-10,QH-260410-03,13501,15534,11602,15534,21750
2026-04-10,QH-260410-04,13670,17024,12014,12478,30710
2026-04-10,QH-260410-05,13160,16238,11500,12729,10050
2026-04-10,QH-260410-06,13250,20873,11473,13502,16160
2026-04-10,QH-260410-07,11497,12998,9711,10393,17910
2026-04-10,QH-260410-08,11162,12121,8759,11820,31210
2026-04-10,QH-260410-09,11649,12734,10492,11201,26210
2026-04-10,QH-260410-10,11072,12012,9714,10021,44880
2026-04-10,QH-260410-11,10955,11889,9500,9700,36330
2026-04-10,QH-260410-12,10954,11784,9692,9836,32110
2026-04-10,QH-260410-13,11232,12049,4114,12036,12220
2026-04-10,QH-260410-14,10060,12100,3114,7923,20090
2026-04-10,QH-260410-15,10128,11676,4167,8999,19220
2026-04-10,QH-260410-16,9049,12484,3114,8657,23630
2026-04-10,QH-260410-17,10273,11500,8426,10475,29430
2026-04-10,QH-260410-18,9910,11556,8477,8876,36560
2026-04-10,QH-260410-19,9978,11158,7804,9167,27890
2026-04-10,QH-260410-20,10289,11786,8706,9502,20640
2026-04-10,QH-260410-21,9788,11213,8095,8200,23210
2026-04-10,QH-260410-22,9847,11500,7915,8301,16740
2026-04-10,QH-260410-23,10809,12091,8931,11949,16430
2026-04-10,QH-260410-24,11509,12523,10209,12523,16610
2026-04-10,QH-260410-25,11635,12716,10103,10400,44690
2026-04-10,QH-260410-26,11828,13300,10400,12888,70300
2026-04-10,QH-260410-27,11951,13287,10400,10400,56730
2026-04-10,QH-260410-28,11332,13300,9496,10502,60590
2026-04-10,QH-260410-29,12260,13845,9600,9600,46400
2026-04-10,QH-260410-30,11364,13521,7362,10847,52900
2026-04-10,QH-260410-31,11174,13043,4044,10500,88900
2026-04-10,QH-260410-32,10901,13305,6411,7000,65800
2026-04-10,QH-260410-33,12212,13080,10389,11478,71180
2026-04-10,QH-260410-34,10754,12352,7898,11493,26730
2026-04-10,QH-260410-35,9657,12000,6501,11338,41310
2026-04-10,QH-260410-36,8377,11918,1326,11333,81550
2026-04-10,QH-260410-37,11337,13584,6300,13414,22510
2026-04-10,QH-260410-38,11003,13497,6300,10702,32290
2026-04-10,QH-260410-39,9509,12976,1643,12872,35460
2026-04-10,QH-260410-40,9019,11996,1378,6779,45000
2026-04-10,QH-260410-41,7650,12200,2061,12200,19340
2026-04-10,QH-260410-42,8804,12082,3984,12082,29390
2026-04-10,QH-260410-43,9568,12618,6284,9337,64600
2026-04-10,QH-260410-44,9866,12557,2145,9990,70470
2026-04-10,QH-260410-45,10328,14359,1200,14357,68980
2026-04-10,QH-260410-46,11118,13346,6285,11100,79370
2026-04-10,QH-260410-47,11850,13699,6285,13699,103200
2026-04-10,QH-260410-48,11878,13920,1400,13838,109640
2026-04-10,QH-260410-49,11181,20869,6284,12607,72720
2026-04-10,QH-260410-50,10879,12800,4095,12800,92690
2026-04-10,QH-260410-51,11360,12966,6284,11726,99360
2026-04-10,QH-260410-52,10961,12530,3383,12503,111460
2026-04-10,QH-260410-53,11119,12880,6284,12310,109750
2026-04-10,QH-260410-54,11087,13305,3871,11800,101790
2026-04-10,QH-260410-55,10357,13037,7329,10316,127920
2026-04-10,QH-260410-56,10144,17929,8440,10045,155370
2026-04-10,QH-260410-57,10427,14340,8484,13874,155640
2026-04-10,QH-260410-58,9920,13873,7940,10000,174560
2026-04-10,QH-260410-59,10121,12100,5322,9386,79560
2026-04-10,QH-260410-60,10173,12100,1434,9015,85210
2026-04-10,QH-260410-61,9934,12329,7054,8586,170750
2026-04-10,QH-260410-62,10207,12400,8784,9459,111230
2026-04-10,QH-260410-63,10649,13198,6826,9421,67090
2026-04-10,QH-260410-64,10933,13322,9689,10184,70080
2026-04-10,QH-260410-65,9502,11947,5,4998,57160
2026-04-10,QH-260410-66,10811,12168,9781,10451,58220
2026-04-10,QH-260410-67,11682,14319,10500,10919,39860
2026-04-10,QH-260410-68,12628,14567,11199,12668,44060
2026-04-10,QH-260410-69,11351,12274,9537,10400,103790
2026-04-10,QH-260410-70,12769,14122,11850,11876,44230
2026-04-10,QH-260410-71,13478,15343,12276,12866,46260
2026-04-10,QH-260410-72,15108,20722,13572,14017,86330
2026-04-10,QH-260410-73,13989,16288,9999,12939,34730
2026-04-10,QH-260410-74,14570,17346,5000,8305,28570
2026-04-10,QH-260410-75,13394,17296,5100,7388,33340
2026-04-10,QH-260410-76,15070,19792,5000,5000,34020
2026-04-10,QH-260410-77,14184,17994,-1500,13999,63680
2026-04-10,QH-260410-78,15549,18305,4114,12000,42950
2026-04-10,QH-260410-79,14384,17699,9300,10400,42430
2026-04-10,QH-260410-80,15009,17954,5200,13815,44010
2026-04-10,QH-260410-81,14852,17890,10400,17890,35450
2026-04-10,QH-260410-82,15164,17806,10400,13863,35250
2026-04-10,QH-260410-83,16465,19288,10400,16500,27740
2026-04-10,QH-260410-84,17034,19116,6244,15863,25890
2026-04-10,QH-260410-85,17607,21625,14425,16544,38810
2026-04-10,QH-260410-86,15868,18482,10400,14100,36010
2026-04-10,QH-260410-87,14955,18345,13531,14218,113610
2026-04-10,QH-260410-88,14896,18274,13142,14621,58710
2026-04-10,QH-260410-89,14656,15844,13100,13209,158350
2026-04-10,QH-260410-90,13875,15000,12565,12904,103370
2026-04-10,QH-260410-91,13271,14479,12500,13766,31230
2026-04-10,QH-260410-92,12893,13998,12000,13499,43640
2026-04-10,QH-260410-93,13493,14543,12305,13463,63340
2026-04-10,QH-260410-94,13565,15412,12211,12211,32710
2026-04-10,QH-260410-95,13370,15662,12225,13550,28460
2026-04-10,QH-260410-96,12336,14451,11000,13550,57530
2026-04-11,QH-260411-01,13661,19803,10480,10482,18130
2026-04-11,QH-260411-02,13920,14643,12431,14641,11760
2026-04-11,QH-260411-03,14658,20874,13327,20861,25660
2026-04-11,QH-260411-04,19061,40000,12904,29516,17270
2026-04-11,QH-260411-05,13852,24139,11350,21065,12280
2026-04-11,QH-260411-06,17086,30871,12095,29087,8950
2026-04-11,QH-260411-07,16274,30871,12108,25100,11330
2026-04-11,QH-260411-08,17925,34596,11082,29135,14890
2026-04-11,QH-260411-09,14691,20873,11690,13457,14590
2026-04-11,QH-260411-10,12746,14973,10988,11500,12920
2026-04-11,QH-260411-11,12236,13338,10180,10215,16040
2026-04-11,QH-260411-12,12294,14391,10400,10400,22890
2026-04-11,QH-260411-13,13573,20772,11201,15728,15910
2026-04-11,QH-260411-14,12295,13575,10843,12554,11340
2026-04-11,QH-260411-15,12501,13436,10828,12567,11180
2026-04-11,QH-260411-16,13189,14806,11406,13268,24710
2026-04-11,QH-260411-17,12470,15367,11071,15367,7100
2026-04-11,QH-260411-18,13138,15811,11974,15811,10200
2026-04-11,QH-260411-19,13224,18572,11209,11690,5480
2026-04-11,QH-260411-20,14056,16542,11794,16541,5670
2026-04-11,QH-260411-21,13213,18800,11042,13167,13040
2026-04-11,QH-260411-22,14618,20870,10943,17885,14460
2026-04-11,QH-260411-23,14066,20434,11591,12947,10130
2026-04-11,QH-260411-24,12943,15956,10794,12470,14310
2026-04-11,QH-260411-25,12687,15560,11078,12321,15100
2026-04-11,QH-260411-26,13256,17320,10448,12088,25050
2026-04-11,QH-260411-27,12522,13926,11198,11672,25010
2026-04-11,QH-260411-28,12210,13772,10017,11012,26210
2026-04-11,QH-260411-29,12971,15256,10219,12209,26410
2026-04-11,QH-260411-30,12897,15125,10219,12312,28080
2026-04-11,QH-260411-31,10482,11676,9179,11522,28060
2026-04-11,QH-260411-32,8068,9058,61,8202,35750
2026-04-11,QH-260411-33,10483,11961,8148,8148,28120
2026-04-11,QH-260411-34,9482,12200,6898,12100,31280
2026-04-11,QH-260411-35,6841,7746,5517,7016,32160
2026-04-11,QH-260411-36,3541,5350,2272,5276,60270
2026-04-11,QH-260411-37,6154,19900,4402,9066,54090
2026-04-11,QH-260411-38,2908,11000,1381,11000,33310
2026-04-11,QH-260411-39,2971,13000,66,12100,51240
2026-04-11,QH-260411-40,456,12100,-870,8050,112410
2026-04-11,QH-260411-41,2359,12100,335,12100,68110
2026-04-11,QH-260411-42,773,12100,-2563,9119,90670
2026-04-11,QH-260411-43,362,8200,-2054,5000,94440
2026-04-11,QH-260411-44,725,5940,-1976,1101,97870
2026-04-11,QH-260411-45,3538,18048,-1327,12100,51860
2026-04-11,QH-260411-46,2862,19497,-998,8056,59950
2026-04-11,QH-260411-47,2729,10835,-287,7900,60760
2026-04-11,QH-260411-48,2731,12100,-820,5802,58780
2026-04-11,QH-260411-49,2107,15000,-1099,11595,62860
2026-04-11,QH-260411-50,1780,12900,-1764,6499,61550
2026-04-11,QH-260411-51,1474,9124,-1900,6100,66670
2026-04-11,QH-260411-52,4012,8799,-700,6630,67570
2026-04-11,QH-260411-53,2737,18029,-1890,4800,47550
2026-04-11,QH-260411-54,4884,8763,-1249,7346,50420
2026-04-11,QH-260411-55,5480,8677,-695,8490,53270
2026-04-11,QH-260411-56,5163,12100,-1259,9010,61220
2026-04-11,QH-260411-57,2962,12000,-2672,9793,49890
2026-04-11,QH-260411-58,3661,12100,-1890,9310,42410
2026-04-11,QH-260411-59,5067,11547,-1469,10300,51600
2026-04-11,QH-260411-60,3022,11000,-2378,10284,50630
2026-04-11,QH-260411-61,1398,11200,-2635,11200,119210
2026-04-11,QH-260411-62,3690,17777,-2464,10741,74740
2026-04-11,QH-260411-63,3826,17800,-1459,12140,90090
2026-04-11,QH-260411-64,4966,13545,-3066,11580,66290
2026-04-11,QH-260411-65,43,7184,-2161,5100,136180
2026-04-11,QH-260411-66,2826,12844,-373,10010,106720
2026-04-11,QH-260411-67,5442,13400,576,11380,75640
2026-04-11,QH-260411-68,7273,16333,2444,16333,84430
2026-04-11,QH-260411-69,2717,12100,-960,4727,121800
2026-04-11,QH-260411-70,5660,15000,2142,8495,64670
2026-04-11,QH-260411-71,10490,19851,9025,11400,52400
2026-04-11,QH-260411-72,14355,20435,10300,14454,76030
2026-04-11,QH-260411-73,12551,15989,9509,12555,52030
2026-04-11,QH-260411-74,12209,14402,9288,9712,44230
2026-04-11,QH-260411-75,13831,16362,11255,14500,69060
2026-04-11,QH-260411-76,13608,20445,11873,13499,61430
2026-04-11,QH-260411-77,13913,16206,11939,13661,49070
2026-04-11,QH-260411-78,13856,16819,10895,15663,49320
2026-04-11,QH-260411-79,14803,17688,12999,15651,44590
2026-04-11,QH-260411-80,16133,20560,13333,15414,38410
2026-04-11,QH-260411-81,16289,21000,13729,16000,40400
2026-04-11,QH-260411-82,15521,20874,12500,18480,53380
2026-04-11,QH-260411-83,14608,22000,12876,22000,63460
2026-04-11,QH-260411-84,14567,19000,10472,18495,87350
2026-04-11,QH-260411-85,14874,30450,10412,21960,59520
2026-04-11,QH-260411-86,16009,25262,11485,22052,77200
2026-04-11,QH-260411-87,16364,28073,12828,27663,70360
2026-04-11,QH-260411-88,16585,38000,12095,30900,66100
2026-04-11,QH-260411-89,15701,21825,11365,17054,37180
2026-04-11,QH-260411-90,15096,21501,12029,18943,51980
2026-04-11,QH-260411-91,14075,18998,11222,17187,40310
2026-04-11,QH-260411-92,12470,14590,10563,12399,42890
2026-04-11,QH-260411-93,14937,19600,12197,15889,59250
2026-04-11,QH-260411-94,13737,19700,11660,16500,27680
2026-04-11,QH-260411-95,13096,18900,10000,16000,32260
2026-04-11,QH-260411-96,11441,15600,8952,15600,28950
2026-04-12,QH-260412-01,17968,30500,13502,13502,11950
2026-04-12,QH-260412-02,15618,20874,12759,15230,17570
2026-04-12,QH-260412-03,15651,19834,9664,17297,16020
2026-04-12,QH-260412-04,13784,18059,8519,12925,21640
2026-04-12,QH-260412-05,14673,19688,9264,12416,12970
2026-04-12,QH-260412-06,13588,17900,11404,11415,12210
2026-04-12,QH-260412-07,12559,17734,11107,11107,13810
2026-04-12,QH-260412-08,11454,16695,8360,9897,27330
2026-04-12,QH-260412-09,13131,17995,9900,10390,20970
2026-04-12,QH-260412-10,12879,16286,9800,14201,16720
2026-04-12,QH-260412-11,13237,18000,10807,18000,21050
2026-04-12,QH-260412-12,13559,17580,11000,15185,20540
2026-04-12,QH-260412-13,14934,25866,11557,19710,21480
2026-04-12,QH-260412-14,14007,20656,11634,17410,24130
2026-04-12,QH-260412-15,14173,25780,11745,25780,24750
2026-04-12,QH-260412-16,15221,21000,11500,19053,19870
2026-04-12,QH-260412-17,12898,15120,11700,11700,23580
2026-04-12,QH-260412-18,13317,15326,11887,14323,28290
2026-04-12,QH-260412-19,13395,17776,11925,14540,20380
2026-04-12,QH-260412-20,14000,20855,12501,17500,23810
2026-04-12,QH-260412-21,13729,16941,11325,15924,10720
2026-04-12,QH-260412-22,13459,16807,11468,16807,10690
2026-04-12,QH-260412-23,13743,16739,11464,14095,13000
2026-04-12,QH-260412-24,13155,16596,10866,16596,16910
2026-04-12,QH-260412-25,12492,13999,5319,8801,13700
2026-04-12,QH-260412-26,11522,13909,8567,10400,19760
2026-04-12,QH-260412-27,11626,13485,9729,10400,32690
2026-04-12,QH-260412-28,10631,12555,8653,9247,32010
2026-04-12,QH-260412-29,10356,12079,9100,10780,33720
2026-04-12,QH-260412-30,9394,10430,8807,10070,41500
2026-04-12,QH-260412-31,8981,10408,8271,8663,24920
2026-04-12,QH-260412-32,8492,10319,7387,8023,37100
2026-04-12,QH-260412-33,8774,10020,8000,8572,40590
2026-04-12,QH-260412-34,8044,9145,6882,6882,34670
2026-04-12,QH-260412-35,6107,8190,-598,500,29630
2026-04-12,QH-260412-36,2826,5935,-448,-13,37620
2026-04-12,QH-260412-37,3899,7023,400,500,32070
2026-04-12,QH-260412-38,3155,6075,401,539,47230
2026-04-12,QH-260412-39,1809,5636,-171,4948,46820
2026-04-12,QH-260412-40,913,6000,-5550,2230,54150
2026-04-12,QH-260412-41,1635,4082,51,1700,36760
2026-04-12,QH-260412-42,1263,3645,0,385,28320
2026-04-12,QH-260412-43,842,2330,-170,-170,24040
2026-04-12,QH-260412-44,770,2000,-1845,500,34880
2026-04-12,QH-260412-45,909,2500,1,200,42430
2026-04-12,QH-260412-46,1123,2500,-100,-100,48990
2026-04-12,QH-260412-47,883,2000,-4108,1991,41630
2026-04-12,QH-260412-48,1161,5900,-65,2900,51080
2026-04-12,QH-260412-49,976,5899,-500,5899,53680
2026-04-12,QH-260412-50,2810,20438,-1447,5609,51090
2026-04-12,QH-260412-51,1607,12000,-1500,1901,100910
2026-04-12,QH-260412-52,1660,8000,-2019,8000,87840
2026-04-12,QH-260412-53,1927,7000,-900,5264,51590
2026-04-12,QH-260412-54,2655,11194,-1164,6965,69280
2026-04-12,QH-260412-55,2035,6114,-1235,4000,82060
2026-04-12,QH-260412-56,1347,5969,-4887,3566,67220
2026-04-12,QH-260412-57,289,4708,-4892,2722,121110
2026-04-12,QH-260412-58,813,5142,-4992,2709,114780
2026-04-12,QH-260412-59,1451,6870,-4891,3718,103710
2026-04-12,QH-260412-60,2965,10316,-1925,6898,108120
2026-04-12,QH-260412-61,2440,10025,223,2876,88150
2026-04-12,QH-260412-62,2264,6454,-2900,-2900,54700
2026-04-12,QH-260412-63,3255,5702,-2500,-100,68270
2026-04-12,QH-260412-64,3250,7149,-2341,609,52690
2026-04-12,QH-260412-65,653,5550,-6000,-2000,129000
2026-04-12,QH-260412-66,2145,9276,-2800,-1800,97530
